S,I,R
0.417395998435737,-9.24639463561213e-08,0.582604094028209
0.417396084146919,-4.12789429904207e-08,0.582603957132024
0.417396180751956,1.64121611267557e-08,0.582603802835883
0.417396282991987,7.74687678387339e-08,0.582603639539244
0.417396384726979,1.3822403155623e-07,0.582603477048989
0.417396478935719,1.94484859257295e-07,0.582603326579422
0.417396557715819,2.41531910487374e-07,0.58260320075227
0.417396612283717,2.74119597359239e-07,0.582603113596685
0.417396632974675,2.86476084553069e-07,0.58260308054924
0.417396609242777,2.72303289316374e-07,0.582603118453933
0.417396548084059,2.35779070946484e-07,0.582603216136869
0.417396475891355,1.92665078371304e-07,0.582603331443566
0.417396397771463,1.46011143792377e-07,0.582603456217393
0.417396318046444,9.83984532399151e-08,0.582603583555102
0.417396240517422,5.20970823923781e-08,0.582603707385495
0.417396168464574,9.06599657646939e-09,0.582603822469429
0.417396104647138,-2.90469492328624e-08,0.58260392439981
0.417396051303412,-6.09050104124226e-08,0.582604009601598
0.417396010150748,-8.54825526907721e-08,0.582604075331804
0.41739598238556,-1.02065052148229e-07,0.582604119679491
0.41739596868332,-1.1024909521686e-07,0.582604141565775
0.417395969198557,-1.09942378680494e-07,0.582604140743821
0.417395983564859,-1.01363709674709e-07,0.58260411779885
0.417396010894873,-8.5043005686843e-08,0.582604074148132
0.417396049780303,-6.18212945559849e-08,0.582604012040991
0.417396098291913,-3.28507144729787e-08,0.582603934558801
0.417396153979525,4.05486019573845e-10,0.582603845614989
0.417396213872017,3.61729480273159e-08,0.582603749955034
0.41739627447733,7.23662023041462e-08,0.582603653156467
0.417396331782459,1.06588669252188e-07,0.582603561628871
0.41739638125346,1.36132658921828e-07,0.58260348261388
0.417396417835447,1.57979371011698e-07,0.582603424185182
0.41739643595259,1.68798894868656e-07,0.582603395248514
0.417396429508122,1.64950209487824e-07,0.582603405541668
0.417396394703289,1.44164559745373e-07,0.582603461132151
0.417396340808984,1.11978152184782e-07,0.582603547212864
0.417396273919276,7.2030444132801e-08,0.582603654050279
0.417396198932877,2.7247057533799e-08,0.582603773820065
0.417396120286116,-1.9722527375691e-08,0.582603899436411
0.417396041952946,-6.65049720669724e-08,0.582604024552026
0.41739596744494,-1.11003079719183e-07,0.582604143558139
0.417395899811293,-1.51395795219299e-07,0.582604251584502
0.41739584163882,-1.86138205162131e-07,0.582604344499385
0.417395795051959,-2.13961537850326e-07,0.582604418909578
0.417395761712768,-2.33873163294366e-07,0.582604472160394
0.417395742820927,-2.45156593212571e-07,0.582604502335666
0.417395739113736,-2.47371481031096e-07,0.582604508257744
0.417395750866118,-2.4035362188393e-07,0.582604489487504
0.417395777890614,-2.24214952612902e-07,0.582604446324338
0.417395819537391,-1.99343551767671e-07,0.58260437980616
0.417395874694233,-1.66403639605744e-07,0.582604291709406
0.417395941786548,-1.26335578092448e-07,0.58260418454903
0.417396018777363,-8.03558709009523e-08,0.582604061578507
0.417396103167329,-2.99571634122729e-08,0.582603926789834
0.417396191994715,2.30917572847547e-08,0.582603784913528
0.417396281835413,7.67459623934493e-08,0.582603641418624
0.417396368802937,1.28684381409296e-07,0.582603502512682
0.41739644854842,1.76309802119941e-07,0.582603375141777
0.417396516260619,2.1674887060521e-07,0.58260326699051
0.417396566665909,2.46852091237067e-07,0.582603186481999
0.41739659402829,2.63193826679659e-07,0.582603142777883
0.417396592149379,2.62072297889289e-07,0.582603145778323
0.417396554971533,2.39869772742027e-07,0.582603205158694
0.417396505709068,2.10450132331112e-07,0.5826032838408
0.417396459799603,1.83032913753804e-07,0.582603357167483
0.417396417867076,1.57990723257983e-07,0.582603424142201
0.417396380373768,1.35599629628939e-07,0.582603484026602
0.41739634762031,1.16039164189367e-07,0.582603536340526
0.417396319745678,9.93923207993736e-08,0.582603580862001
0.417396296727197,8.56455558564706e-08,0.582603617627246
0.417396278380538,7.46887882955792e-08,0.582603646930673
0.41739626435972,6.63153995890288e-08,0.58260366932488
0.417396254157106,6.02222337465564e-08,0.582603685620659
0.417396247103411,5.60095973153082e-08,0.582603696886991
0.417396242367694,5.31812593798375e-08,0.582603704451046
0.41739623895736,5.11444515621054e-08,0.582603709898188
0.417396235718165,4.92098680214826e-08,0.582603715071967
0.417396231334208,4.65916654547469e-08,0.582603722074126
0.417396224327938,4.2407463096084e-08,0.582603733264598
